
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 100616/1700
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  1700

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
    879.00  1169.00    22.70    16.70   160.00    10.00
    872.50  1228.00    18.80    14.20   165.00    18.00
    850.00  1455.00    16.90    14.40   164.00    17.00
    831.00  1646.00    15.20    13.60   172.00    16.00
    818.90  1770.00    14.90    13.50   177.00    16.00
    816.90  1791.00    14.90    13.40   179.00    16.00
    804.30  1924.00    17.20    12.20   169.00    16.00
    799.80  1972.00    17.10    11.10   164.00    17.00
    782.80  2155.00    15.30     9.40   170.00    21.00
    771.30  2280.00    16.20     8.00   177.00    28.00
    765.80  2341.00    17.00     4.00   172.00    27.00
    764.80  2352.00    16.90     3.70   171.00    26.00
    707.80  3008.00    12.10    -3.50   181.00    25.00
    700.00  3104.00    11.30    -3.40   184.00    25.00
    670.50  3458.00     8.80    -4.10   204.00    25.00
    597.10  4403.00    -0.10    -5.70   213.00    22.00
    557.20  4952.00    -4.40   -10.50   189.00    18.00
    506.10  5702.00   -10.30   -25.20   213.00    28.00
    500.00  5796.00   -11.10   -25.20   215.00    28.00
    497.50  5834.00   -11.50   -23.20   214.00    28.00
    478.10  6137.00   -13.50   -21.70   204.00    30.00
    421.00  7094.00   -20.00   -44.40   227.00    35.00
    400.00  7475.00   -21.70   -46.10   240.00    31.00
    395.60  7553.00   -22.00   -43.40   241.00    33.00
    354.20  8356.00   -29.00   -46.10   247.00    36.00
    350.40  8433.00   -29.30   -45.50   250.00    36.00
    300.00  9526.00   -37.80   -56.20   246.00    43.00
    250.00 10757.00   -46.40   -65.00   242.00    41.00
    247.60 10820.00   -46.80   -65.50   239.00    40.00
    200.00 12222.00   -52.70   -72.20   225.00    46.00
    178.10 12956.00   -58.00   -76.60   227.00    55.00
    156.90 13754.00   -58.40   -77.30   239.00    54.00
