
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 100206/1700
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  1700

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
    987.00   247.00     1.00    -8.40    20.00     3.00
    974.90   342.00    -5.40   -12.80    14.00    17.00
    925.00   752.00    -9.30   -13.10    27.00    20.00
    921.20   783.00    -9.60   -13.30    32.00    21.00
    920.20   792.00    -9.60   -13.30    33.00    21.00
    899.70   966.00    -6.70   -21.20    59.00    26.00
    886.50  1082.00    -5.70   -26.80    39.00    23.00
    882.10  1121.00    -5.80   -29.20    34.00    23.00
    851.10  1400.00    -8.20   -32.60    29.00    26.00
    850.00  1411.00    -8.10   -32.30    29.00    26.00
    816.80  1720.00    -5.10   -36.90    35.00    23.00
    815.50  1733.00    -5.00   -36.20    36.00    24.00
    700.00  2922.00    -9.30   -37.50    14.00    19.00
    683.40  3107.00    -9.90   -39.40    12.00    18.00
    537.50  4914.00   -21.90   -45.00     8.00    19.00
    500.00  5443.00   -25.90   -34.80     6.00    18.00
    491.90  5559.00   -26.80   -34.60     2.00    18.00
    431.20  6496.00   -33.60   -39.10   350.00    19.00
    400.00  7023.00   -37.20   -43.40   337.00    21.00
    399.10  7035.00   -37.20   -43.40   337.00    21.00
    300.00  8948.00   -52.20   -62.30   284.00    33.00
    279.50  9399.00   -55.90   -65.50   291.00    31.00
    250.00 10112.00   -53.20   -65.80   291.00    38.00
    208.10 11307.00   -47.60   -67.10   298.00    41.00
    200.00 11567.00   -47.90   -68.40   292.00    43.00
    195.40 11721.00   -47.30   -68.70   292.00    40.00
    150.00 13466.00   -48.90   -73.80   287.00    42.00
    127.30 14541.00   -49.50   -75.00   278.00    40.00
    100.00 16097.00   -55.00   -78.70   279.00    33.00
     79.40 17562.00   -56.90   -79.60   277.00    45.00
