
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 140325/2100
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  2100

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
    989.00   245.00    -1.00   -11.00   315.00    14.00
    977.90   356.00    -5.10   -13.60   351.00    13.00
    951.10   569.00    -7.50   -14.00   347.00    15.00
    925.00   784.00    -9.60   -14.40   325.00    13.00
    882.10  1148.00   -13.10   -15.60   314.00    17.00
    850.00  1423.00   -15.40   -17.70   297.00    23.00
    781.00  2055.00   -20.20   -22.10   281.00    22.00
    764.30  2217.00   -21.50   -24.00   288.00    27.00
    762.70  2232.00   -21.50   -24.10   290.00    28.00
    748.10  2370.00   -20.10   -29.60   303.00    34.00
    729.70  2561.00   -19.90   -34.70   309.00    33.00
    727.70  2579.00   -20.00   -35.20   310.00    33.00
    700.00  2869.00   -21.90   -37.90   313.00    35.00
    679.30  3084.00   -22.90   -40.90   311.00    37.00
    561.10  4457.00   -30.70   -49.00   318.00    48.00
    500.00  5252.00   -34.20   -56.00   323.00    55.00
    400.00  6779.00   -43.10   -56.80   321.00    65.00
    300.00  8659.00   -53.40   -69.90   324.00    70.00
    299.60  8668.00   -53.50   -70.00   324.00    70.00
    250.00  9826.00   -54.70   -71.70   316.00    77.00
    200.00 11234.00   -52.10   -74.70   308.00    75.00
    186.20 11703.00   -53.60   -76.80   309.00    72.00
    165.50 12451.00   -49.20   -75.40   306.00    75.00
    150.00 13089.00   -49.80   -76.70   291.00    63.00
    114.20 14848.00   -47.80   -76.70   288.00    73.00
    100.00 15710.00   -49.70   -77.60   283.00    58.00
     81.20 17026.00   -46.80   -76.80   285.00    52.00
     71.50 17848.00   -51.60   -78.50   269.00    57.00
     70.00 17965.00   -50.80   -78.50   275.00    54.00
     65.90 18352.00   -49.10   -77.90   288.00    39.00
     57.30 19247.00   -53.90   -79.00   272.00    42.00
     53.60 19654.00   -51.50   -78.60   274.00    36.00
