
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 111103/2100
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  2100

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
    987.00   245.00     8.30     7.10   348.00     3.00
    925.00   776.00     3.80     3.60    48.00    20.00
    898.70  1006.00     2.50     2.40    67.00    24.00
    871.50  1255.00     3.00     2.90    85.00    22.00
    850.00  1457.00     2.20     0.80    83.00    20.00
    700.00  3008.00    -4.70    -5.20    62.00    20.00
    682.80  3201.00    -5.30    -5.90    56.00    11.00
    600.40  4201.00   -10.80   -11.00   213.00     5.00
    589.20  4344.00   -11.50   -11.90   245.00     3.00
    500.00  5589.00   -18.80   -19.90    73.00    11.00
    482.20  5855.00   -20.30   -21.40    75.00    19.00
    400.00  7214.00   -31.40   -33.90    50.00    30.00
    356.50  8013.00   -38.10   -41.20    47.00    32.00
    344.30  8250.00   -40.30   -43.70    54.00    32.00
    300.20  9176.00   -44.60   -51.80    71.00    24.00
    300.00  9184.00   -44.70   -51.90    72.00    24.00
    262.30 10068.00   -50.70   -59.00    90.00    25.00
    260.30 10118.00   -51.10   -59.40    95.00    23.00
    250.00 10380.00   -51.30   -59.80    97.00    21.00
    222.60 11133.00   -50.80   -59.70   200.00    13.00
    207.60 11585.00   -53.90   -62.80   311.00    12.00
    200.00 11828.00   -53.70   -62.70   322.00     7.00
    182.20 12428.00   -51.70   -60.80   273.00    15.00
    150.00 13679.00   -55.40   -64.60   301.00    41.00
    135.30 14328.00   -58.30   -67.30   278.00    34.00
    100.00 16226.00   -60.60   -69.20   275.00    50.00
     96.50 16446.00   -57.40   -66.20   276.00    41.00
     81.10 17536.00   -62.30   -70.60   261.00    43.00
     70.70 18381.00   -58.90   -67.50   291.00    36.00
     70.00 18449.00   -59.10   -67.70   288.00    35.00
     66.10 18809.00   -62.30   -70.00   277.00    37.00
     59.70 19432.00   -61.10   -69.10   258.00    18.00
