
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 101105/0600
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  0600

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
    980.00   234.00     5.90     5.90     0.00     0.00
    977.90   254.00     4.50     2.10    34.00    11.00
    976.40   267.00     3.60     1.50    32.00    12.00
    933.10   634.00     1.30     1.10    18.00    18.00
    925.00   702.00     0.80     0.60    12.00    18.00
    850.00  1378.00    -3.70    -3.80     9.00    32.00
    824.20  1621.00    -5.20    -5.30    14.00    31.00
    819.00  1672.00    -2.30    -2.40    10.00    30.00
    803.70  1815.00    -6.30    -6.50     9.00    29.00
    705.40  2825.00   -12.10   -12.40     3.00    23.00
    700.00  2883.00   -12.80   -13.00   358.00    23.00
    691.70  2974.00   -14.00   -14.20   351.00    20.00
    687.00  3026.00   -15.00   -15.80   347.00    20.00
    500.00  5346.00   -32.40   -37.20   353.00    20.00
    481.00  5619.00   -34.70   -40.10    11.00    19.00
    446.70  6130.00   -38.80   -44.60   353.00    19.00
    400.00  6881.00   -44.10   -50.20   359.00     5.00
    378.40  7251.00   -46.00   -52.20   351.00    15.00
    352.50  7723.00   -46.90   -53.60     1.00    13.00
    330.80  8143.00   -45.80   -53.00   345.00    23.00
    317.70  8412.00   -47.40   -54.60     7.00    28.00
    312.50  8520.00   -46.10   -53.50    22.00    23.00
    301.50  8761.00   -44.50   -52.10   359.00    11.00
    300.00  8797.00   -44.60   -52.20     8.00     9.00
    250.00 10017.00   -44.50   -52.00   328.00    23.00
    231.40 10533.00   -43.30   -50.80   331.00    14.00
    200.00 11513.00   -45.70   -53.00   322.00    19.00
    150.00 13413.00   -48.60   -55.70   244.00    24.00
    104.90 15744.00   -53.60   -60.60   227.00    25.00
