
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 111020/1900
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  1900

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
    972.00   250.00     8.50     7.70   300.00    12.00
    961.30   338.00     5.50     4.10   306.00    24.00
    953.10   408.00     4.70     3.70   306.00    25.00
    925.00   655.00     2.70     2.60   313.00    35.00
    850.00  1337.00    -1.20    -1.30   333.00    37.00
    845.60  1372.00    -1.50    -1.60   336.00    37.00
    820.00  1617.00    -2.40    -2.60   331.00    34.00
    789.40  1921.00     0.20     0.00   325.00    37.00
    700.00  2883.00    -1.90    -2.50   334.00    43.00
    696.10  2927.00    -1.90    -2.60   333.00    44.00
    538.00  4936.00   -11.50   -13.00   329.00    50.00
    500.00  5503.00   -15.30   -17.20   333.00    46.00
    457.50  6160.00   -19.30   -20.50   335.00    44.00
    400.00  7148.00   -26.10   -30.90   328.00    42.00
    345.90  8182.00   -33.70   -42.20   310.00    34.00
    342.80  8245.00   -34.30   -42.90   311.00    34.00
    300.00  9163.00   -41.70   -49.80   311.00    21.00
    250.00 10371.00   -52.40   -60.50     8.00    24.00
    219.50 11197.00   -58.80   -66.90   340.00    22.00
    207.70 11544.00   -59.40   -67.60   335.00    29.00
    203.50 11673.00   -53.80   -62.40   334.00    22.00
    200.00 11788.00   -53.30   -61.90   316.00    22.00
    196.50 11898.00   -51.90   -60.70   304.00    17.00
    163.80 13079.00   -50.70   -61.80   292.00    23.00
    150.00 13652.00   -51.80   -63.90   277.00    20.00
    100.00 16263.00   -55.70   -68.50   290.00    14.00
     70.60 18447.00   -60.10   -72.20   259.00    22.00
     70.00 18506.00   -60.00   -72.20   262.00    20.00
     62.10 19260.00   -58.00   -70.20   246.00     9.00
     50.00 20616.00   -59.50   -71.30   211.00    18.00
     33.10 23186.00   -59.90   -71.10   260.00    15.00
