
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 111027/1300
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  1300

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
    984.00   248.00     6.00     6.00     0.00     0.00
    978.50   292.00     4.60     2.00    35.00     6.00
    977.30   302.00     4.50     2.00    36.00     7.00
    944.70   578.00     2.30     0.70    26.00     8.00
    925.00   749.00     1.70     0.70    26.00     7.00
    904.60   928.00     0.60     0.40   359.00    13.00
    850.90  1417.00    -1.70    -1.80   343.00    23.00
    850.00  1423.00    -2.00    -2.10   343.00    23.00
    700.00  2944.00   -11.40   -11.50   318.00    17.00
    646.50  3548.00   -15.30   -15.80   304.00    15.00
    500.00  5467.00   -20.80   -21.90   253.00    77.00
    494.80  5546.00   -21.20   -22.20   252.00    80.00
    489.90  5619.00   -21.70   -22.80   251.00    82.00
    400.00  7092.00   -31.50   -34.30   246.00   110.00
    352.00  7980.00   -37.70   -41.50   249.00   123.00
    300.00  9075.00   -42.40   -48.80   254.00   140.00
    272.20  9723.00   -45.80   -53.10   258.00   135.00
    250.00 10290.00   -47.90   -55.40   261.00   125.00
    218.80 11159.00   -51.90   -59.90   255.00   121.00
    200.00 11747.00   -53.40   -61.60   256.00   108.00
    176.70 12532.00   -56.50   -64.90   252.00   125.00
    150.00 13572.00   -57.60   -66.00   258.00   106.00
    120.10 14976.00   -56.70   -65.00   273.00    79.00
    105.50 15788.00   -60.50   -68.60   272.00    73.00
    100.00 16127.00   -58.40   -66.60   276.00    69.00
     90.20 16776.00   -56.50   -64.50   272.00    42.00
     74.00 18022.00   -60.80   -68.30   234.00    48.00
     70.00 18371.00   -58.10   -65.70   269.00    49.00
     68.50 18500.00   -57.10   -64.70   281.00    47.00
     62.50 19086.00   -59.30   -66.50   259.00    40.00
