
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 120113/0700
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  0700

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
    967.00   245.00    -6.70    -7.10   270.00    17.00
    925.00   594.00   -10.50   -10.60   282.00    33.00
    897.80   821.00   -12.00   -12.10   301.00    35.00
    850.00  1239.00   -10.70   -10.80   351.00    33.00
    805.50  1656.00    -8.50    -8.70     5.00    22.00
    708.90  2637.00   -14.20   -14.40   319.00    32.00
    700.00  2734.00   -14.30   -14.50   326.00    29.00
    654.10  3246.00   -16.00   -16.40   350.00    22.00
    585.80  4070.00   -21.30   -22.20     7.00    22.00
    500.00  5219.00   -30.20   -32.00     4.00    31.00
    405.00  6684.00   -40.60   -43.60    31.00    44.00
    400.00  6772.00   -40.70   -43.80    31.00    41.00
    386.10  7010.00   -41.40   -45.00    40.00    32.00
    353.50  7603.00   -45.30   -50.30    33.00    23.00
    336.40  7935.00   -44.30   -49.90   325.00    18.00
    308.20  8518.00   -47.10   -54.20   328.00    22.00
    300.00  8699.00   -46.40   -54.10   334.00    25.00
    250.00  9921.00   -44.00   -54.40   270.00    23.00
    228.60 10519.00   -42.00   -53.40   241.00    13.00
    210.30 11082.00   -43.10   -55.50   242.00    21.00
    200.00 11421.00   -43.40   -56.10   242.00    26.00
    174.40 12345.00   -42.20   -55.60   261.00    30.00
    150.00 13354.00   -45.50   -59.10   269.00    20.00
    131.40 14234.00   -48.60   -62.60   248.00    28.00
    100.00 16025.00   -49.40   -63.50   248.00     8.00
     80.70 17428.00   -47.70   -61.90   245.00     8.00
     70.00 18362.00   -51.30   -65.60    22.00     5.00
     55.30 19882.00   -53.70   -68.20    57.00    14.00
