
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 110604/2000
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  2000

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
    837.00  1648.00    22.00    10.20   270.00     5.00
    832.20  1697.00    20.80     4.40    47.00     8.00
    829.70  1723.00    19.90     4.40    50.00     7.00
    791.80  2123.00    16.20     5.70    68.00    11.00
    780.30  2248.00    14.90     5.50    82.00     9.00
    759.20  2479.00    13.40     1.80    60.00     1.00
    748.30  2600.00    13.60    -0.60   229.00     9.00
    735.40  2747.00    17.00    -5.90   217.00    22.00
    730.50  2804.00    16.60    -8.70   218.00    23.00
    722.80  2894.00    15.80   -10.20   220.00    22.00
    700.00  3166.00    13.20   -11.30   222.00    24.00
    536.60  5319.00    -6.30   -18.60   235.00    26.00
    510.90  5701.00    -9.90   -22.70   233.00    24.00
    500.00  5866.00   -11.20   -25.40   232.00    22.00
    475.20  6255.00   -13.70   -34.50   237.00    24.00
    444.70  6756.00   -17.40   -31.70   230.00    25.00
    425.00  7093.00   -18.80   -37.90   226.00    29.00
    400.00  7543.00   -23.00   -40.50   237.00    29.00
    345.50  8595.00   -31.40   -52.20   246.00    31.00
    337.60  8759.00   -32.70   -52.60   245.00    30.00
    300.00  9579.00   -39.70   -55.70   259.00    33.00
    250.00 10798.00   -49.60   -64.30   278.00    35.00
    200.00 12222.00   -60.00   -73.40   292.00    29.00
    198.70 12260.00   -60.40   -73.80   290.00    30.00
    163.60 13474.00   -60.30   -74.60   266.00    35.00
    150.00 14017.00   -57.60   -72.90   251.00    46.00
    145.50 14210.00   -56.70   -72.70   248.00    48.00
    121.30 15353.00   -58.20   -76.00   226.00    40.00
