
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 131214/1800
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  1800

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
    983.00   245.00    -4.10    -4.60    70.00    12.00
    952.80   490.00    -6.30    -7.00    85.00    20.00
    943.50   567.00    -5.10    -5.70   106.00    24.00
    935.90   631.00    -2.20    -2.30   125.00    19.00
    925.00   726.00    -2.20    -2.40   133.00     8.00
    914.10   819.00    -2.20    -2.50   107.00     3.00
    850.00  1395.00    -4.60    -5.30    76.00     7.00
    760.10  2266.00    -8.80    -9.70    60.00     7.00
    740.90  2465.00    -8.30    -9.20   103.00     4.00
    700.00  2905.00   -10.10   -11.40   204.00     4.00
    618.30  3854.00   -13.90   -14.90   265.00    16.00
    596.20  4131.00   -13.20   -14.60   277.00    16.00
    559.10  4619.00   -15.10   -16.70   236.00    18.00
    500.00  5456.00   -20.30   -21.70   242.00    31.00
    485.90  5666.00   -21.80   -23.00   244.00    30.00
    417.30  6767.00   -29.70   -31.50   227.00    41.00
    400.00  7068.00   -32.60   -34.70   230.00    40.00
    398.50  7094.00   -32.80   -34.90   230.00    40.00
    387.80  7286.00   -34.30   -38.00   242.00    42.00
    300.00  9024.00   -49.60   -53.10   218.00    44.00
    250.00 10194.00   -57.90   -62.20   238.00    53.00
    236.60 10536.00   -60.60   -64.80   240.00    48.00
    222.90 10910.00   -57.60   -62.30   257.00    54.00
    200.00 11598.00   -56.90   -62.50   248.00    64.00
    199.20 11621.00   -57.00   -62.70   249.00    63.00
    168.70 12671.00   -56.30   -62.70   256.00    69.00
    150.00 13414.00   -57.20   -63.80   254.00    70.00
    100.00 15951.00   -61.70   -68.70   259.00    65.00
     70.00 18158.00   -62.80   -70.20   262.00    68.00
     67.70 18361.00   -63.30   -70.70   264.00    70.00
