
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 150201/2000
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  2000

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
    974.00   213.00    -2.00    -2.10    80.00    20.00
    971.40   272.00    -2.60    -4.70    74.00    18.00
    925.30   658.00    -5.40    -6.50    88.00    33.00
    925.00   664.00    -5.40    -6.50    89.00    33.00
    897.20   903.00    -3.40    -4.40   127.00    26.00
    850.00  1329.00    -5.10    -6.40   179.00    15.00
    760.50  2193.00    -8.50   -10.10   169.00    12.00
    742.80  2376.00    -6.90    -7.40   187.00    23.00
    726.30  2550.00    -6.70    -7.60   209.00    29.00
    700.00  2841.00    -7.60    -8.90   226.00    27.00
    652.40  3381.00    -8.00    -9.00   227.00    40.00
    586.90  4197.00   -11.50   -12.70   229.00    61.00
    500.00  5401.00   -19.70   -21.40   231.00    59.00
    460.40  6012.00   -23.50   -25.40   231.00    61.00
    416.60  6728.00   -29.40   -31.50   230.00    56.00
    400.00  7020.00   -32.50   -37.30   234.00    77.00
    390.30  7183.00   -33.60   -39.50   233.00    68.00
    301.20  8932.00   -47.70   -50.80   238.00    89.00
    300.00  8962.00   -47.90   -51.10   238.00    87.00
    259.30  9907.00   -54.40   -59.60   236.00    79.00
    250.00 10134.00   -54.20   -59.70   244.00    84.00
    242.70 10319.00   -54.50   -60.20   247.00    77.00
    218.60 10994.00   -49.10   -56.00   246.00    88.00
    202.70 11484.00   -51.90   -59.10   252.00    86.00
    200.00 11569.00   -51.30   -58.60   250.00    79.00
    164.90 12821.00   -47.30   -55.80   252.00    83.00
    150.00 13438.00   -49.50   -57.30   253.00    77.00
    100.00 16004.00   -58.60   -65.20   257.00    42.00
     93.20 16426.00   -60.10   -66.90   244.00    40.00
