
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 131022/2300
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  2300

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
    983.00   206.00     3.20     1.70    45.00     5.00
    957.60   458.00     0.70    -0.30    60.00     3.00
    925.00   739.00    -0.20    -0.70   314.00     3.00
    850.00  1413.00    -4.10    -5.10   140.00     2.00
    815.20  1738.00    -6.00    -7.20   202.00     4.00
    727.10  2630.00    -8.70    -9.40   254.00    25.00
    700.00  2926.00   -10.40   -11.10   256.00    29.00
    652.70  3452.00   -13.80   -14.90   268.00    32.00
    633.50  3674.00   -13.50   -14.40   273.00    31.00
    631.80  3699.00   -13.60   -14.50   272.00    31.00
    509.90  5286.00   -25.70   -29.00   261.00    46.00
    500.00  5427.00   -26.80   -30.00   257.00    46.00
    478.00  5749.00   -28.90   -30.60   255.00    52.00
    466.60  5927.00   -30.40   -35.70   257.00    51.00
    461.30  6011.00   -30.80   -37.60   256.00    48.00
    439.40  6345.00   -32.60   -41.80   254.00    46.00
    416.00  6730.00   -34.60   -40.90   257.00    49.00
    407.80  6869.00   -35.40   -42.10   257.00    49.00
    400.00  7008.00   -35.80   -42.50   258.00    53.00
    356.50  7796.00   -38.30   -48.20   252.00    60.00
    300.00  8970.00   -39.60   -49.30   253.00    67.00
    254.10 10098.00   -44.10   -53.70   256.00    75.00
    250.00 10212.00   -43.70   -53.40   258.00    74.00
    202.30 11630.00   -42.00   -52.20   267.00    73.00
    200.00 11710.00   -42.50   -52.50   268.00    69.00
    150.00 13592.00   -52.10   -61.80   271.00    65.00
    134.30 14268.00   -55.10   -64.90   254.00    63.00
    100.00 16137.00   -58.10   -68.90   259.00    61.00
     90.40 16698.00   -61.10   -71.70   260.00    48.00
