
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 100518/2100
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  2100

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
    871.00  1221.00    24.40    15.20   165.00     7.00
    862.30  1310.00    22.50    10.60   148.00    22.00
    859.90  1333.00    21.90    10.50   149.00    22.00
    850.00  1434.00    21.00    11.90   152.00    24.00
    782.70  2140.00    14.00     9.10   185.00    25.00
    732.50  2697.00     9.60     6.40   208.00    32.00
    700.00  3076.00     8.00     2.10   219.00    28.00
    664.20  3505.00     5.40    -0.70   212.00    32.00
    648.80  3696.00     4.50    -6.60   207.00    33.00
    544.30  5095.00    -7.60   -15.30   221.00    40.00
    538.50  5179.00    -8.40   -17.30   224.00    40.00
    521.20  5431.00    -9.20   -29.00   238.00    38.00
    514.20  5536.00    -9.70   -25.80   242.00    36.00
    509.00  5614.00   -10.30   -17.00   244.00    37.00
    503.60  5696.00   -10.90   -16.10   243.00    36.00
    500.00  5753.00   -11.20   -17.00   242.00    35.00
    493.40  5853.00   -11.80   -19.50   246.00    36.00
    473.40  6169.00   -14.30   -22.60   252.00    40.00
    465.00  6304.00   -15.20   -28.50   255.00    41.00
    422.80  7016.00   -21.20   -27.90   244.00    51.00
    407.00  7296.00   -21.60   -27.10   250.00    54.00
    400.00  7426.00   -22.50   -28.00   252.00    52.00
    390.80  7594.00   -23.40   -29.00   252.00    52.00
    300.00  9469.00   -39.10   -46.60   259.00    54.00
    281.30  9902.00   -43.10   -51.00   261.00    54.00
    250.00 10686.00   -50.40   -59.20   273.00    58.00
    228.30 11270.00   -55.90   -65.00   274.00    70.00
    200.00 12101.00   -61.50   -70.60   269.00    64.00
    195.00 12258.00   -62.50   -71.80   269.00    63.00
    175.40 12907.00   -63.20   -73.10   279.00    68.00
