
 SNPARM = PRES;HGHT;TMPC;DWPC;DRCT;SKNT

 STID = VUM           STNM =    99999   TIME = 100210/0600
 SLAT =  41.46     SLON =   -87.04   SELV =   250.0
 STIM =  0600

      PRES     HGHT     TMPC     DWPC     DRCT     SKNT
    975.00   247.00    -4.00    -4.00    10.00     5.00
    972.10   269.00    -4.70    -7.00    16.00    13.00
    936.40   562.00    -7.10    -7.30    14.00    21.00
    925.00   662.00    -7.40    -7.50    16.00    23.00
    850.00  1315.00   -11.70   -11.90     3.00    28.00
    790.80  1860.00   -15.20   -15.80   337.00    34.00
    700.00  2778.00   -18.80   -19.60    10.00    35.00
    603.60  3867.00   -24.20   -25.50     6.00    24.00
    587.70  4060.00   -25.20   -27.00   359.00    25.00
    534.50  4742.00   -30.80   -33.20     6.00    24.00
    500.00  5215.00   -34.20   -41.10     9.00    20.00
    480.50  5489.00   -36.70   -44.90     3.00    21.00
    465.20  5712.00   -38.20   -47.00    16.00    23.00
    403.10  6688.00   -42.60   -53.20    11.00    24.00
    400.00  6745.00   -42.60   -53.40    10.00    24.00
    396.20  6805.00   -42.50   -53.40     9.00    23.00
    352.20  7599.00   -42.20   -54.10   354.00    23.00
    304.10  8588.00   -44.40   -57.10   319.00    26.00
    300.00  8680.00   -43.80   -56.70   316.00    28.00
    250.00  9907.00   -43.70   -57.30   295.00    33.00
    200.00 11405.00   -43.30   -57.30   283.00    47.00
    183.20 11989.00   -43.80   -57.80   285.00    36.00
    150.00 13331.00   -47.30   -61.90   279.00    53.00
    100.00 15977.00   -52.50   -67.50   277.00    48.00
     82.50 17210.00   -56.10   -70.40   276.00    53.00
     70.00 18255.00   -55.30   -70.20   279.00    43.00
     50.00 20402.00   -55.70   -70.40   294.00    31.00
     47.70 20693.00   -55.10   -69.90   270.00    25.00
